model,task,created,log_file,dimension,construct,accuracy,stderr
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_mcq,2026-07-14T19:24:19+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-24-19-00-00_tom-12dim-mcq_UCFp7v7VEWAGnbtGkKGtn6.eval,Emotion Recognition,Emotion recognition,0.9166666666666666,0.08333333333333333
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_mcq,2026-07-14T19:24:19+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-24-19-00-00_tom-12dim-mcq_UCFp7v7VEWAGnbtGkKGtn6.eval,Faux Pas Detection,Pragmatic understanding,0.6,0.1632993161855452
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_mcq,2026-07-14T19:24:19+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-24-19-00-00_tom-12dim-mcq_UCFp7v7VEWAGnbtGkKGtn6.eval,First-Order False Belief,Belief reasoning,0.5833333333333334,0.1486470975026408
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_mcq,2026-07-14T19:24:19+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-24-19-00-00_tom-12dim-mcq_UCFp7v7VEWAGnbtGkKGtn6.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,0.6,0.1632993161855452
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_mcq,2026-07-14T19:24:19+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-24-19-00-00_tom-12dim-mcq_UCFp7v7VEWAGnbtGkKGtn6.eval,Intention vs. Accident,Desire / intention inference,0.5,0.16666666666666666
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_mcq,2026-07-14T19:24:19+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-24-19-00-00_tom-12dim-mcq_UCFp7v7VEWAGnbtGkKGtn6.eval,Irony,Pragmatic understanding,0.8,0.13333333333333333
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_mcq,2026-07-14T19:24:19+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-24-19-00-00_tom-12dim-mcq_UCFp7v7VEWAGnbtGkKGtn6.eval,Knowledge Access / Ignorance,Knowledge access,0.4,0.16329931618554522
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_mcq,2026-07-14T19:24:19+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-24-19-00-00_tom-12dim-mcq_UCFp7v7VEWAGnbtGkKGtn6.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_mcq,2026-07-14T19:24:19+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-24-19-00-00_tom-12dim-mcq_UCFp7v7VEWAGnbtGkKGtn6.eval,Second-Order False Belief,Belief reasoning,0.5,0.16666666666666666
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_mcq,2026-07-14T19:24:19+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-24-19-00-00_tom-12dim-mcq_UCFp7v7VEWAGnbtGkKGtn6.eval,White Lies / Prosocial Deception,Deception,0.7,0.15275252316519464
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,2026-07-14T19:25:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-25-50-00-00_tom-12dim-mcq_K8mTBDdRTeKSuevuFqiHYJ.eval,ALL (overall),ALL (overall),1.0,0.0
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,2026-07-14T19:25:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-25-50-00-00_tom-12dim-mcq_K8mTBDdRTeKSuevuFqiHYJ.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,2026-07-14T19:25:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-25-50-00-00_tom-12dim-mcq_K8mTBDdRTeKSuevuFqiHYJ.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,2026-07-14T19:25:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-25-50-00-00_tom-12dim-mcq_K8mTBDdRTeKSuevuFqiHYJ.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,2026-07-14T19:25:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-25-50-00-00_tom-12dim-mcq_K8mTBDdRTeKSuevuFqiHYJ.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,2026-07-14T19:25:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-25-50-00-00_tom-12dim-mcq_K8mTBDdRTeKSuevuFqiHYJ.eval,First-Order False Belief,Belief reasoning,1.0,0.0
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,2026-07-14T19:25:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-25-50-00-00_tom-12dim-mcq_K8mTBDdRTeKSuevuFqiHYJ.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,2026-07-14T19:25:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-25-50-00-00_tom-12dim-mcq_K8mTBDdRTeKSuevuFqiHYJ.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,2026-07-14T19:25:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-25-50-00-00_tom-12dim-mcq_K8mTBDdRTeKSuevuFqiHYJ.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,2026-07-14T19:25:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-25-50-00-00_tom-12dim-mcq_K8mTBDdRTeKSuevuFqiHYJ.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,2026-07-14T19:25:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-25-50-00-00_tom-12dim-mcq_K8mTBDdRTeKSuevuFqiHYJ.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,2026-07-14T19:25:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-25-50-00-00_tom-12dim-mcq_K8mTBDdRTeKSuevuFqiHYJ.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_mcq,2026-07-14T19:25:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-25-50-00-00_tom-12dim-mcq_K8mTBDdRTeKSuevuFqiHYJ.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/meta-llama/llama-4-maverick,tom_12dim_mcq,2026-07-14T19:35:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-35-38-00-00_tom-12dim-mcq_F7ePoUxPoCCBMoqndzyuTm.eval,ALL (overall),ALL (overall),1.0,0.0
openrouter/meta-llama/llama-4-maverick,tom_12dim_mcq,2026-07-14T19:35:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-35-38-00-00_tom-12dim-mcq_F7ePoUxPoCCBMoqndzyuTm.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/meta-llama/llama-4-maverick,tom_12dim_mcq,2026-07-14T19:35:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-35-38-00-00_tom-12dim-mcq_F7ePoUxPoCCBMoqndzyuTm.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/meta-llama/llama-4-maverick,tom_12dim_mcq,2026-07-14T19:35:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-35-38-00-00_tom-12dim-mcq_F7ePoUxPoCCBMoqndzyuTm.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/meta-llama/llama-4-maverick,tom_12dim_mcq,2026-07-14T19:35:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-35-38-00-00_tom-12dim-mcq_F7ePoUxPoCCBMoqndzyuTm.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/meta-llama/llama-4-maverick,tom_12dim_mcq,2026-07-14T19:35:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-35-38-00-00_tom-12dim-mcq_F7ePoUxPoCCBMoqndzyuTm.eval,First-Order False Belief,Belief reasoning,1.0,0.0
openrouter/meta-llama/llama-4-maverick,tom_12dim_mcq,2026-07-14T19:35:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-35-38-00-00_tom-12dim-mcq_F7ePoUxPoCCBMoqndzyuTm.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/meta-llama/llama-4-maverick,tom_12dim_mcq,2026-07-14T19:35:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-35-38-00-00_tom-12dim-mcq_F7ePoUxPoCCBMoqndzyuTm.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/meta-llama/llama-4-maverick,tom_12dim_mcq,2026-07-14T19:35:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-35-38-00-00_tom-12dim-mcq_F7ePoUxPoCCBMoqndzyuTm.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/meta-llama/llama-4-maverick,tom_12dim_mcq,2026-07-14T19:35:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-35-38-00-00_tom-12dim-mcq_F7ePoUxPoCCBMoqndzyuTm.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openrouter/meta-llama/llama-4-maverick,tom_12dim_mcq,2026-07-14T19:35:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-35-38-00-00_tom-12dim-mcq_F7ePoUxPoCCBMoqndzyuTm.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/meta-llama/llama-4-maverick,tom_12dim_mcq,2026-07-14T19:35:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-35-38-00-00_tom-12dim-mcq_F7ePoUxPoCCBMoqndzyuTm.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/meta-llama/llama-4-maverick,tom_12dim_mcq,2026-07-14T19:35:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-35-38-00-00_tom-12dim-mcq_F7ePoUxPoCCBMoqndzyuTm.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_mcq,2026-07-14T19:34:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-34-22-00-00_tom-12dim-mcq_no9foEwuiPDw7PxVN476R3.eval,ALL (overall),ALL (overall),0.9919354838709677,0.00806451612903226
openrouter/meta-llama/llama-4-scout,tom_12dim_mcq,2026-07-14T19:34:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-34-22-00-00_tom-12dim-mcq_no9foEwuiPDw7PxVN476R3.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_mcq,2026-07-14T19:34:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-34-22-00-00_tom-12dim-mcq_no9foEwuiPDw7PxVN476R3.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_mcq,2026-07-14T19:34:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-34-22-00-00_tom-12dim-mcq_no9foEwuiPDw7PxVN476R3.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_mcq,2026-07-14T19:34:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-34-22-00-00_tom-12dim-mcq_no9foEwuiPDw7PxVN476R3.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_mcq,2026-07-14T19:34:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-34-22-00-00_tom-12dim-mcq_no9foEwuiPDw7PxVN476R3.eval,First-Order False Belief,Belief reasoning,1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_mcq,2026-07-14T19:34:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-34-22-00-00_tom-12dim-mcq_no9foEwuiPDw7PxVN476R3.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_mcq,2026-07-14T19:34:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-34-22-00-00_tom-12dim-mcq_no9foEwuiPDw7PxVN476R3.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_mcq,2026-07-14T19:34:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-34-22-00-00_tom-12dim-mcq_no9foEwuiPDw7PxVN476R3.eval,Irony,Pragmatic understanding,0.9,0.09999999999999999
openrouter/meta-llama/llama-4-scout,tom_12dim_mcq,2026-07-14T19:34:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-34-22-00-00_tom-12dim-mcq_no9foEwuiPDw7PxVN476R3.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_mcq,2026-07-14T19:34:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-34-22-00-00_tom-12dim-mcq_no9foEwuiPDw7PxVN476R3.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_mcq,2026-07-14T19:34:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-34-22-00-00_tom-12dim-mcq_no9foEwuiPDw7PxVN476R3.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_mcq,2026-07-14T19:34:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-34-22-00-00_tom-12dim-mcq_no9foEwuiPDw7PxVN476R3.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_mcq,2026-07-14T19:29:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-29-56-00-00_tom-12dim-mcq_6tiPWgyPEobbFHiw53nYnZ.eval,ALL (overall),ALL (overall),1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_mcq,2026-07-14T19:29:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-29-56-00-00_tom-12dim-mcq_6tiPWgyPEobbFHiw53nYnZ.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_mcq,2026-07-14T19:29:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-29-56-00-00_tom-12dim-mcq_6tiPWgyPEobbFHiw53nYnZ.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_mcq,2026-07-14T19:29:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-29-56-00-00_tom-12dim-mcq_6tiPWgyPEobbFHiw53nYnZ.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_mcq,2026-07-14T19:29:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-29-56-00-00_tom-12dim-mcq_6tiPWgyPEobbFHiw53nYnZ.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_mcq,2026-07-14T19:29:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-29-56-00-00_tom-12dim-mcq_6tiPWgyPEobbFHiw53nYnZ.eval,First-Order False Belief,Belief reasoning,1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_mcq,2026-07-14T19:29:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-29-56-00-00_tom-12dim-mcq_6tiPWgyPEobbFHiw53nYnZ.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_mcq,2026-07-14T19:29:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-29-56-00-00_tom-12dim-mcq_6tiPWgyPEobbFHiw53nYnZ.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_mcq,2026-07-14T19:29:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-29-56-00-00_tom-12dim-mcq_6tiPWgyPEobbFHiw53nYnZ.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_mcq,2026-07-14T19:29:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-29-56-00-00_tom-12dim-mcq_6tiPWgyPEobbFHiw53nYnZ.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_mcq,2026-07-14T19:29:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-29-56-00-00_tom-12dim-mcq_6tiPWgyPEobbFHiw53nYnZ.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_mcq,2026-07-14T19:29:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-29-56-00-00_tom-12dim-mcq_6tiPWgyPEobbFHiw53nYnZ.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_mcq,2026-07-14T19:29:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-29-56-00-00_tom-12dim-mcq_6tiPWgyPEobbFHiw53nYnZ.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_mcq,2026-07-14T19:40:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-40-53-00-00_tom-12dim-mcq_eZMBetPzWWN6s6tCgctyS5.eval,ALL (overall),ALL (overall),1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_mcq,2026-07-14T19:40:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-40-53-00-00_tom-12dim-mcq_eZMBetPzWWN6s6tCgctyS5.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_mcq,2026-07-14T19:40:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-40-53-00-00_tom-12dim-mcq_eZMBetPzWWN6s6tCgctyS5.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_mcq,2026-07-14T19:40:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-40-53-00-00_tom-12dim-mcq_eZMBetPzWWN6s6tCgctyS5.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_mcq,2026-07-14T19:40:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-40-53-00-00_tom-12dim-mcq_eZMBetPzWWN6s6tCgctyS5.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_mcq,2026-07-14T19:40:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-40-53-00-00_tom-12dim-mcq_eZMBetPzWWN6s6tCgctyS5.eval,First-Order False Belief,Belief reasoning,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_mcq,2026-07-14T19:40:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-40-53-00-00_tom-12dim-mcq_eZMBetPzWWN6s6tCgctyS5.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_mcq,2026-07-14T19:40:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-40-53-00-00_tom-12dim-mcq_eZMBetPzWWN6s6tCgctyS5.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_mcq,2026-07-14T19:40:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-40-53-00-00_tom-12dim-mcq_eZMBetPzWWN6s6tCgctyS5.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_mcq,2026-07-14T19:40:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-40-53-00-00_tom-12dim-mcq_eZMBetPzWWN6s6tCgctyS5.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_mcq,2026-07-14T19:40:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-40-53-00-00_tom-12dim-mcq_eZMBetPzWWN6s6tCgctyS5.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_mcq,2026-07-14T19:40:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-40-53-00-00_tom-12dim-mcq_eZMBetPzWWN6s6tCgctyS5.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_mcq,2026-07-14T19:40:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-40-53-00-00_tom-12dim-mcq_eZMBetPzWWN6s6tCgctyS5.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_mcq,2026-07-14T19:22:34+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-22-34-00-00_tom-12dim-mcq_CUK52fxavfbXf3KfP4dNFs.eval,ALL (overall),ALL (overall),1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_mcq,2026-07-14T19:22:34+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-22-34-00-00_tom-12dim-mcq_CUK52fxavfbXf3KfP4dNFs.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
